iter	Logloss
328	0.360163
329	0.3599448645
330	0.3597981795
331	0.3596442031
332	0.3595204686
333	0.3593811864
334	0.3592764593
335	0.3592130076
336	0.3590124119
337	0.3589432606
338	0.358916802
339	0.358801455
340	0.3587324953
341	0.3586358954
342	0.3583876385
343	0.3581604249
344	0.3579814717
345	0.3579716078
346	0.3578265476
347	0.3577521704
348	0.3573743744
349	0.3572312768
350	0.3571060038
351	0.3570997888
352	0.3570808708
353	0.3570493847
354	0.3569382116
355	0.3567090063
356	0.3566923289
357	0.3566215837
358	0.3564192695
359	0.356249614
360	0.3562294143
361	0.355971594
362	0.3557087337
363	0.3556483685
364	0.3554825649
365	0.355408372
366	0.355310887
367	0.35524305
368	0.3552084136
369	0.3550974347
370	0.3550914147
371	0.3550236108
372	0.3549273788
373	0.3547077309
374	0.3546101476
375	0.3545204951
376	0.3544829833
377	0.3544775364
378	0.3543479832
379	0.3543038147
380	0.35428222
381	0.3542744277
382	0.3542365179
383	0.3538185281
384	0.3537796855
385	0.3537378535
386	0.353604029
387	0.3535606512
388	0.3532251591
389	0.3532197924
390	0.3531777703
391	0.3531221947
392	0.3530814221
393	0.3529491789
394	0.3529437669
395	0.3527841282
396	0.3526599542
397	0.3524419046
398	0.3522614069
399	0.3521196561
400	0.3520004247
401	0.3518993259
402	0.3518067858
403	0.3516249906
404	0.3515091981
405	0.3513941722
406	0.3512672308
407	0.3512625891
408	0.3512303633
409	0.3512168492
410	0.3510917688
411	0.3509993635
412	0.3509116194
413	0.3507720379
414	0.3505713236
415	0.3504730608
416	0.3504510842
417	0.3504157832
418	0.3503969669
419	0.3503433704
420	0.3503198104
421	0.3502476609
422	0.3501048983
423	0.3499654344
424	0.3498181488
425	0.3496300094
426	0.3494680343
427	0.3494565056
428	0.3493725778
429	0.3492882576
430	0.3492712307
431	0.3491763983
432	0.3491469822
433	0.349069739
434	0.34874371
435	0.3487232563
436	0.3487149677
437	0.3486418556
438	0.3485533117
439	0.3485379039
440	0.3484899877
441	0.3484699353
442	0.3483122428
443	0.3482052558
444	0.3481841355
445	0.3480009791
446	0.3479899862
447	0.347820587
448	0.3477100524
449	0.347534497
450	0.3475276307
451	0.3473531636
452	0.3472511831
453	0.3471329685
454	0.3470888062
455	0.3470873784
456	0.3469939353
457	0.3469601015
458	0.346854137
459	0.346770947
460	0.3465025239
461	0.3462394224
462	0.3461821348
463	0.3460365805
464	0.3459470224
465	0.3458714746
466	0.3458248622
467	0.3457071413
468	0.345652584
469	0.345414422
470	0.3453850642
471	0.3453198763
472	0.3452930027
473	0.3452526068
474	0.3452048377
475	0.3451164639
476	0.344879633
477	0.3448692136
478	0.344755658
479	0.3446731764
480	0.3446651047
481	0.3445136701
482	0.344479077
483	0.3443440492
484	0.3442520268
485	0.3440693265
486	0.3438061247
487	0.343614015
488	0.3432636112
489	0.3428991359
490	0.3427868247
491	0.3427664495
492	0.3427076668
493	0.3426309354
494	0.3426100982
495	0.3425361663
496	0.3425050394
497	0.3423809058
498	0.3422342278
499	0.34219252
500	0.3421269568
501	0.3420274631
502	0.3419970061
503	0.3419757855
504	0.3418743791
505	0.3418235888
506	0.3416825574
507	0.3416618051
508	0.3416161566
509	0.3414778921
510	0.3413312635
511	0.3411549569
512	0.3411225633
513	0.3409887665
514	0.3409056265
515	0.3408395334
516	0.3405205245
517	0.340446419
518	0.3404330767
519	0.340398042
520	0.3402063838
521	0.3401524747
522	0.3401186078
523	0.3399942303
524	0.3397225808
525	0.3396837759
526	0.3396779398
527	0.3395920778
528	0.3394867933
529	0.3394173483
530	0.3393860987
531	0.3392093875
532	0.3388963814
533	0.3387939628
534	0.338709845
535	0.3385736523
536	0.3385352448
537	0.3384703317
538	0.3384268311
539	0.3382698432
540	0.3379135442
541	0.3378518462
542	0.3378394827
543	0.3376841623
544	0.3376199809
545	0.3375557281
546	0.337497545
547	0.3374444719
548	0.3373212357
549	0.3373160313
550	0.3372631559
551	0.3371441194
552	0.3369621118
553	0.3369060219
554	0.3367729908
555	0.3365946685
556	0.3365620107
557	0.3364745227
558	0.3362236114
559	0.3361497888
560	0.3359897707
561	0.3358001376
562	0.3355605599
563	0.3354755387
564	0.3351885725
565	0.335029898
566	0.3349041226
567	0.3348374467
568	0.3346132491
569	0.3345054594
570	0.3344054334
571	0.3343973323
572	0.3342824412
573	0.3342331832
574	0.3340780543
575	0.3339376639
576	0.3338269738
577	0.3337526402
578	0.3337095026
579	0.3336339041
580	0.3336168108
581	0.3335814807
582	0.3335653659
583	0.3332846895
584	0.3331823582
585	0.3329834749
586	0.3328496809
587	0.3327327382
588	0.3326950595
589	0.3325918695
590	0.3323375262
591	0.332290492
592	0.3321876747
593	0.3321167273
594	0.3320850533
595	0.3319486107
596	0.3318726983
597	0.3318358709
598	0.3317929654
599	0.3316223985
600	0.3314959947
601	0.3314234674
602	0.3312845432
603	0.3311742846
604	0.3310831253
605	0.3309624634
606	0.3308532516
607	0.3307653379
608	0.3307281972
609	0.3305654801
610	0.3302462618
611	0.3301347501
612	0.3301155009
613	0.3300333121
614	0.3300112497
615	0.3299217321
616	0.3298512321
617	0.3295937581
618	0.329528816
619	0.3295215431
620	0.3294590015
621	0.3293801727
622	0.3292947321
623	0.3292380478
624	0.3292166092
625	0.3291547634
626	0.3289872119
627	0.328935931
628	0.3288471887
629	0.328671628
630	0.3286265582
631	0.3284920202
632	0.3284365794
633	0.3281838442
634	0.3280631419
635	0.3280054159
636	0.3279931122
637	0.327971644
638	0.3278941813
639	0.3278427721
640	0.3277867785
641	0.3277163748
642	0.3275652135
643	0.3274525372
644	0.3274363241
645	0.3274242954
646	0.3273414213
647	0.3272896767
648	0.3271896075
649	0.3270429868
650	0.3270240385
651	0.3269207895
652	0.3267801087
653	0.3267772859
654	0.3267301782
655	0.3266725066
656	0.3266385243
657	0.3265812856
658	0.3265242522
659	0.3265142742
660	0.3261892262
661	0.3259653163
662	0.3259251709
663	0.3258472429
664	0.3257530474
665	0.3255808239
666	0.3255237173
667	0.325477621
668	0.3253889308
669	0.3253236437
670	0.3252441475
671	0.3251503342
672	0.3248619753
673	0.3248229392
674	0.3244776596
675	0.3244457611
676	0.3244171659
677	0.3242750929
678	0.3241626404
679	0.3240231686
680	0.3239962687
681	0.3239321941
682	0.3236822238
683	0.3236176243
684	0.3235471064
685	0.3235342864
686	0.3235059479
687	0.3234972087
688	0.323431584
689	0.3232854061
690	0.3232782421
691	0.3231822001
692	0.3230974433
693	0.3230563207
694	0.3230134184
695	0.3229307717
696	0.322821315
697	0.3227804363
698	0.3227674054
699	0.3227398697
700	0.3225521865
701	0.3223462832
702	0.3222602004
703	0.3222368164
704	0.3221708844
705	0.322006221
706	0.3219784213
707	0.3217853968
708	0.321774428
709	0.3217273297
710	0.3216911285
711	0.3216464773
712	0.3215854898
713	0.3214464668
714	0.321425305
715	0.3213536005
716	0.3213170599
717	0.3213001438
718	0.321264206
719	0.3211732826
720	0.3211297425
721	0.3208692841
722	0.3205898121
723	0.3203981435
724	0.32036966
725	0.3203580936
726	0.3202782474
727	0.3201420195
728	0.3200570542
729	0.320040951
730	0.3199801841
731	0.3199134769
732	0.3198780811
733	0.319843209
734	0.3197962296
735	0.3197803165
736	0.3197578153
737	0.3196413916
738	0.3195806164
739	0.3194401138
740	0.3194008459
741	0.3193476331
742	0.3192679522
743	0.3190566618
744	0.3189639762
745	0.3189508342
746	0.3187835775
747	0.3187633628
748	0.3186215109
749	0.3185066667
750	0.3183733841
751	0.3183073727
752	0.3181746697
753	0.3181021407
754	0.3180908787
755	0.3180402899
756	0.317913936
757	0.3178758889
758	0.3178284739
759	0.3175618451
760	0.3174556759
761	0.3174395865
762	0.3173904987
763	0.3173211431
764	0.3171722612
765	0.3170275746
766	0.3169935235
767	0.3169798593
768	0.3169720329
769	0.316918676
770	0.3168259278
771	0.3165009367
772	0.3164579643
773	0.3163710474
774	0.3163624444
775	0.3163529475
776	0.3163445628
777	0.3163010084
778	0.3162054251
779	0.3159315656
780	0.3159204699
781	0.3158927432
782	0.3158825111
783	0.3158238323
784	0.3157841961
785	0.3157543431
786	0.3157079974
787	0.3156329626
788	0.3154982777
789	0.3152709564
790	0.315256736
791	0.315176971
792	0.3151444204
793	0.3151245847
794	0.3151018854
795	0.3150998621
796	0.3150337609
797	0.3149075546
798	0.3148899018
799	0.3148678709
800	0.314663012
801	0.3146090994
802	0.3145806567
803	0.3145651114
804	0.3144773755
805	0.3143305652
806	0.3139862161
807	0.3139329736
808	0.3137924311
809	0.3137647381
810	0.3137605927
811	0.3137387934
812	0.3137260655
813	0.3136510794
814	0.3136096704
815	0.3132635974
816	0.3130177826
817	0.3127357651
818	0.3126700689
819	0.3126342851
820	0.312603805
821	0.3125663046
822	0.3125373951
823	0.312514391
824	0.3124464524
825	0.3123065682
826	0.3122852581
827	0.3122467666
828	0.3122242799
829	0.3122085978
830	0.3119573806
831	0.3119081858
832	0.3118433325
833	0.3117915824
834	0.3117361308
835	0.3117300302
836	0.3116867596
837	0.3115022235
838	0.3113925525
839	0.3113743728
840	0.3113240866
841	0.3113056092
842	0.3112851968
843	0.3112668391
844	0.3112597421
845	0.3111827796
846	0.3111002746
847	0.3109954987
848	0.3109612898
849	0.3108884323
850	0.3107119336
851	0.3106794944
852	0.3105349155
853	0.3104035212
854	0.3103257553
855	0.3102967973
856	0.3101814814
857	0.3101712495
858	0.3101639398
859	0.3099447504
860	0.3099230474
861	0.3099178035
862	0.3099144082
863	0.3098263633
864	0.3098134541
865	0.3097096272
866	0.3095069539
867	0.3094853703
868	0.3094516418
869	0.3092273875
870	0.3092045329
871	0.3090296695
872	0.3090034789
873	0.3089202762
874	0.3088514523
875	0.308788567
876	0.3087185015
877	0.3086328994
878	0.3086078994
879	0.3085549818
880	0.3084760044
881	0.3083379622
882	0.3082866811
883	0.3082782984
884	0.3082321534
885	0.3082101552
886	0.308177127
887	0.3080636757
888	0.3080311676
889	0.3078067902
890	0.3075750321
891	0.3075056143
892	0.3073861337
893	0.3073328492
894	0.3072833265
895	0.3072225165
896	0.3072116737
897	0.307181924
898	0.3071721337
899	0.3071506508
900	0.3071057855
901	0.3070260183
902	0.3069482483
903	0.3069238498
904	0.3069146708
905	0.3068994744
906	0.3068856041
907	0.3067274966
908	0.306716513
909	0.306644505
910	0.306575071
911	0.3062860698
912	0.3062744144
913	0.3062363759
914	0.3061736377
915	0.3061626359
916	0.3060796607
917	0.3060103434
918	0.3058874805
919	0.3056552482
920	0.3055255132
921	0.305476518
922	0.3054530432
923	0.3054117385
924	0.3052340142
925	0.3052063451
926	0.3051762222
927	0.3051323003
928	0.3050080238
929	0.3049712596
930	0.3049478525
931	0.3048499623
932	0.3048385075
933	0.3048336243
934	0.3047349561
935	0.3044831718
936	0.3043791887
937	0.3043537853
938	0.3043436699
939	0.3041432321
940	0.3040514587
941	0.3040345374
942	0.3040215245
943	0.3039947792
944	0.3039583463
945	0.3039498751
946	0.3038375835
947	0.3038197989
948	0.3036976822
949	0.3036652269
950	0.3036494545
951	0.3034874955
952	0.3034511193
953	0.3034355271
954	0.3034255956
955	0.303376874
956	0.3033496556
957	0.3032847634
958	0.303254621
959	0.3032005867
960	0.3030901078
961	0.3030793414
962	0.3029579509
963	0.3028243467
964	0.3027418083
965	0.3027345289
966	0.302533576
967	0.3024083621
968	0.3023857531
969	0.302363491
970	0.3022841629
971	0.3022511422
972	0.3022180406
973	0.3021586647
974	0.3021507446
975	0.3020745398
976	0.3019363832
977	0.301927936
978	0.3018979932
979	0.3017775515
980	0.3016755269
981	0.3016230956
982	0.301582059
983	0.3014792917
984	0.3014473086
985	0.3013421022
986	0.3011459861
987	0.301122518
988	0.3010962738
989	0.3010694646
990	0.3010335925
991	0.3009581817
992	0.3009260784
993	0.3009115928
994	0.3008945708
995	0.3007986003
996	0.3007427983
997	0.3007286233
998	0.3007165133
999	0.3003645949
